     0          0.00000631
     1          0.00000946
     2          0.00000946
     3          0.00003154
     4          0.00005046
     5          0.00007884
     6          0.00014507
     7          0.00024599
     8          0.00044152
     9          0.00076950
    10          0.00140340
    11          0.00247881
    12          0.00458548
    13          0.00831315
    14          0.01484446
    15          0.02645007
    16          0.04747578
    17          0.08296750
    18          0.14217820
    19          0.23355346
    20          0.35905175
    21          0.50885874
    22          0.65148161
    23          0.76169391
    24          0.83149157
    25          0.87170123
    26          0.89247464
    27          0.90386580
    28          0.91080079
    29          0.91450954
    30          0.91642068
    31          0.91765062
    32          0.91899094
    33          0.91851158
    34          0.91855889
    35          0.91882380
    36          0.91963114
    37          0.92027765
    38          0.92051733
    39          0.92077278
    40          0.92096516
    41          0.92066556
    42          0.92034073
    43          0.92010420
    44          0.92059618
    45          0.92034388
    46          0.92066871
    47          0.92070025
    48          0.92102192
    49          0.92109761
    50          0.92078855
    51          0.92111023
    52          0.92009474
    53          0.92037857
    54          0.92099669
    55          0.92081063
    56          0.92071602
    57          0.92141929
    58          0.92152021
    59          0.92076017
    60          0.92111338
    61          0.92120799
    62          0.92043849
    63          0.92077594
    64          0.92027450
    65          0.92150444
    66          0.92069394
    67          0.92070025
    68          0.92155490
    69          0.92118276
    70          0.92145398
    71          0.92163059
    72          0.92138460
    73          0.92161797
    74          0.92117961
    75          0.92096831
    76          0.92105662
    77          0.92040065
    78          0.92076332
    79          0.92024296
    80          0.92043849
    81          0.92076963
    82          0.92126791
    83          0.92136883
