     0          0.00000315
     1          0.00000315
     2          0.00000631
     3          0.00001262
     4          0.00001892
     5          0.00003154
     6          0.00006623
     7          0.00021446
     8          0.00165888
     9          0.00927520
    10          0.04151607
    11          0.13232224
    12          0.30129430
    13          0.49531352
    14          0.64551126
    15          0.73880258
    16          0.79241332
    17          0.82445550
    18          0.84355782
    19          0.85598047
    20          0.86485199
    21          0.87015662
    22          0.87443311
    23          0.87795271
    24          0.88061763
    25          0.88227966
    26          0.88349386
    27          0.88486574
    28          0.88533250
    29          0.88611148
    30          0.88711753
    31          0.88685577
    32          0.88769151
    33          0.88773566
    34          0.88787758
    35          0.88899717
    36          0.88896563
    37          0.88897509
    38          0.88867233
    39          0.88915170
    40          0.88918955
    41          0.88896563
    42          0.88914224
    43          0.88878902
    44          0.88887102
    45          0.88996853
    46          0.89050151
    47          0.88971622
    48          0.88965946
    49          0.88971938
    50          0.88912332
    51          0.88934408
    52          0.88989914
    53          0.89005998
    54          0.88965946
    55          0.88958692
    56          0.88924631
    57          0.88997483
    58          0.88944185
    59          0.88947654
    60          0.89005052
    61          0.88939454
    62          0.88964053
    63          0.89024606
    64          0.88915170
    65          0.88940400
    66          0.88983922
    67          0.88949546
    68          0.88994960
    69          0.88929362
    70          0.88911701
    71          0.88912016
    72          0.89034698
    73          0.88954592
    74          0.88942608
    75          0.88918324
    76          0.88911386
    77          0.88883633
    78          0.88805104
    79          0.88836011
    80          0.88913909
    81          0.88912332
    82          0.88892779
    83          0.88868810
