     0          0.00000315
     1          0.00002033
     2          0.00024796
     3          0.00290906
     4          0.02631501
     5          0.13032037
     6          0.28766079
     7          0.29038711
     8          0.16402833
     9          0.06537820
    10          0.02246308
    11          0.00692647
    12          0.00221649
    13          0.00080627
    14          0.00024005
    15          0.00005969
    16          0.00001376
    17          0.00000295
    18          0.00000070
    19          0.00000018
    20          0.00000003
    21          0.00000000
